item_number,accno,date,quantity,retail,cost,gross
CS-101040-B,WHC010,06/03/2024,1,165,187,-22
CS-101040-B,TA0100,07/03/2024,6,1010,1122,-112
CS-101040-B,FDS010,18/03/2024,4,688,748,-60
CS-101040-B,FDS010,18/03/2024,1,172,187,-15
CS-101040-B,TA0100,30/05/2024,50,8415,9350,-935
CS-101040-B,WHC010,14/06/2024,2,329,374,-45
CS-101040-B,SN0200,21/06/2024,100,19635,23100,-3465
CS-101040-B,TA0100,21/06/2024,5,1040,1155,-116
CS-101040-B,AGU010,21/06/2024,2,430,462,-32
CS-101040-B,CIG010,17/07/2024,1,219,231,-12
CS-101040-B,WHC010,21/08/2024,3,536,609,-73
CS-101040-B,WHC010,18/09/2024,3,536,609,-73
CS-101040-B,MD0200,18/11/2024,5,1015,1015,0
CS-101040-B,TDG020,18/11/2024,6,1035,1218,-183
CS-101040-B,TB0100,19/11/2024,3,518,609,-91
CS-101040-B,LWG010,27/01/2025,1,189,203,-14
CS-101040-B,TDG020,21/02/2025,2,345,406,-61
CS-101040-B,TA0100,25/02/2025,82,14981,16646,-1665
CS-101040-B,WHC010,04/03/2025,1,179,203,-24
CS-101040-B,HD0100,07/03/2025,23,4109,4669,-560
CS-101040-B,TDG020,10/03/2025,42,7247,8526,-1279
CS-101040-B,WHC010,19/03/2025,4,715,812,-97
CS-101040-B,KG0200,31/03/2025,43,8031,8729,-698
CS-101040-B,TA0100,01/04/2025,2,365,406,-41
CS-101040-B,HD0100,31/07/2025,3,536,609,-73
CS-101040-B,KG0200,31/07/2025,2,374,406,-32
CS-101040-B,IT0100,07/08/2025,2,365,406,-41
CS-101040-B,IC0100,08/08/2025,1,203,203,0
CS-101040-B,TB0100,12/08/2025,1,173,203,-30
CS-101040-B,IC0100,16/09/2025,1,203,203,0
CS-101040-B,WHC010,22/09/2025,3,536,609,-73
CS-101040-B,TA0100,13/10/2025,4,731,812,-81
CS-101040-C,TB0100,02/10/2023,4,475,540,-65
CS-101040-C,WHC010,03/10/2023,2,238,270,-32
CS-101040-C,IT0100,05/10/2023,4,486,540,-54
CS-101040-C,SN0200,09/10/2023,10,1148,1350,-203
CS-101040-C,IT0100,12/10/2023,3,365,405,-41
CS-101040-C,TA0100,25/02/2025,-82,-10849,-12054,1205
CS-101040-C,IT0100,16/10/2023,3,365,405,-41
CS-101040-C,TA0100,19/10/2023,3,365,405,-41
CS-101040-C,CC0100,25/10/2023,12,1539,1620,-81
CS-101040-C,TB0100,23/11/2023,2,238,270,-32
CS-101040-C,FP0200,18/01/2024,7,869,945,-76
CS-101040-C,FP0200,29/01/2024,4,497,540,-43
CS-101040-C,IT0100,15/02/2024,9,1094,1215,-122
CS-101040-C,HD0100,19/02/2024,50,6210,6750,-540
CS-101040-C,TB0100,18/03/2024,2,238,270,-32
CS-101040-C,TB0100,03/04/2024,12,1426,1620,-194
CS-101040-C,TB0100,17/04/2024,5,594,675,-81
CS-101040-C,TDG020,18/04/2024,1,115,135,-20
CS-101040-C,CIG010,20/05/2024,10,1283,1350,-68
CS-101040-C,SN0200,21/06/2024,30,4259,5010,-752
CS-101040-C,TB0100,25/06/2024,3,441,501,-60
CS-101040-C,TB0100,02/07/2024,2,294,334,-40
CS-101040-C,TC0700,16/07/2024,4,601,668,-67
CS-101040-C,SN0200,17/07/2024,30,4259,5010,-752
CS-101040-C,T4U010,23/07/2024,30,4860,5010,-150
CS-101040-C,TB0100,27/08/2024,3,375,441,-66
CS-101040-C,TB0100,12/09/2024,2,250,294,-44
CS-101040-C,TC0700,08/10/2024,5,625,735,-110
CS-101040-C,CIG010,09/10/2024,31,4329,4557,-228
CS-101040-C,IT0100,11/10/2024,10,1323,1470,-147
CS-101040-C,IT0100,18/10/2024,1,132,147,-15
CS-101040-C,TT0700,01/11/2024,2,265,294,-29
CS-101040-C,TDG020,08/11/2024,2,250,294,-44
CS-101040-C,TA0100,13/11/2024,2,265,294,-29
CS-101040-C,IT0100,14/11/2024,10,1323,1470,-147
CS-101040-C,T4U010,15/11/2024,8,1094,1176,-82
CS-101040-C,TB0100,26/11/2024,4,500,588,-88
CS-101040-C,TB0100,10/12/2024,10,1249,1470,-221
CS-101040-C,IT0100,17/01/2025,20,2646,2940,-294
CS-101040-C,FP0200,22/01/2025,5,647,735,-88
CS-101040-C,FP0200,24/01/2025,40,5174,5880,-706
CS-101040-C,TP0200,27/01/2025,1,132,147,-15
CS-101040-C,IT0100,05/02/2025,1,132,147,-15
CS-101040-C,FP0200,05/02/2025,25,3234,3675,-441
CS-101040-C,TA0100,12/02/2025,19,2514,2793,-279
CS-101040-C,TDG020,20/02/2025,2,250,294,-44
CS-101040-C,TA0100,21/02/2025,82,10849,12054,-1205
CS-101040-C,CIG010,31/03/2025,10,1397,1470,-74
CS-101040-C,KG0200,31/03/2025,90,12173,13230,-1058
CS-101040-C,HD0100,31/07/2025,2,259,294,-35
CS-101040-C,IT0100,07/08/2025,1,132,147,-15
CS-101040-C,IT0100,10/09/2025,1,132,147,-15
CS-101040-C,TB0100,23/09/2025,41,5123,6027,-904
CS-101040-C,TC0700,08/10/2025,1,125,147,-22
CS-101040-C,TA0100,13/10/2025,4,529,588,-59
CS-101040-C,TB0100,14/10/2025,4,500,588,-88
CS-101140T-B,SN0200,02/11/2023,-30,-5534,-6510,977
CS-101140T-B,SN0200,02/11/2023,30,5534,6510,-977
CS-101140T-B,SN0200,08/08/2024,12,2213,2604,-391
CS-101140T-B,FDS010,06/09/2024,1,187,203,-16
CS-101140T-B,TP0200,08/10/2024,2,365,406,-41
CS-101140T-B,MC0900,09/04/2025,5,934,1015,-81
CS-101140T-B,TB0100,29/04/2025,3,518,609,-91
CS-101140T-B,IT0100,06/06/2025,4,731,812,-81
CS-101140T-B,IT0100,25/06/2025,1,183,203,-20
CS-101140T-B,SN0200,04/07/2025,20,3451,4060,-609
CS-101140T-B,TD0100,16/07/2025,1,193,203,-10
CS-101140T-C,SN0200,11/10/2023,20,2669,3140,-471
CS-101140T-C,SN0200,02/11/2023,30,4004,4710,-707
CS-101140T-C,FM0200,22/11/2023,2,298,314,-16
CS-101140T-C,MM0200,29/04/2024,1,149,157,-8
CS-101140T-C,TD0100,21/05/2024,3,471,471,0
CS-101140T-C,T4U010,23/07/2024,1,152,157,-5
CS-101140T-C,ICE010,31/07/2024,4,628,628,0
CS-101140T-C,MC0900,06/08/2024,1,149,157,-8
CS-101140T-C,SN0200,08/08/2024,16,2135,2512,-377
CS-101140T-C,SN0200,31/07/2025,80,9996,11760,-1764
CS-1255025,SN0200,28/11/2023,20,1088,1280,-192
CS-1255025,HD0100,11/12/2023,1,59,64,-5
CS-1255025,CTR010,29/02/2024,1,64,64,0
CS-1255025,SN0200,12/06/2024,20,1088,1280,-192
CS-1255025,SN0200,28/06/2024,60,3264,3840,-576
CS-1255025,SN0200,17/07/2024,50,2720,3200,-480
CS-1255025,SN0200,08/08/2024,150,8160,9600,-1440
CS-1255025,COS010,29/08/2024,1,54,60,-6
CS-1255025,SN0200,11/09/2024,100,5100,6000,-900
CS-1255025,SN0200,20/09/2024,597,30447,35820,-5373
CS-135025,SN0200,16/11/2023,500,28900,34000,-5100
CS-135025,SN0200,21/11/2023,180,10404,12240,-1836
CS-135025,T06000,09/10/2024,2,113,126,-13
CS-135025,SN0200,09/10/2024,100,5355,6300,-945
CS-135025,SN0200,11/10/2024,198,10603,12474,-1871
CS-135025,SN0200,19/05/2025,100,5355,6300,-945
CS-135025,FP0200,21/05/2025,12,665,756,-91
CS-135025,FP0200,26/05/2025,11,610,693,-83
CS-135025,CTA010,03/06/2025,1,60,63,-3
CS-135025,SN0200,11/06/2025,70,3749,4410,-661
CS-135025,SN0200,16/07/2025,100,5355,6300,-945
CS-135025,TA0100,01/08/2025,4,227,252,-25
CS-135025,LYE010,20/08/2025,35,2029,2205,-176
CS-135025,SN0200,25/08/2025,100,5355,6300,-945
CS-135025,SN0200,12/09/2025,100,5355,6300,-945
CS-135025,SN0200,19/09/2025,649,34754,40887,-6133
CS-137030-B,TP0200,16/01/2025,-2,-234,-260,26
CS-137030-B,SN0200,18/03/2025,-40,-4420,-5200,780
CS-137030-B,CP0100,28/08/2025,-49,-6052,-6370,318
CS-137030-B,SN0200,17/10/2025,-10,-1105,-1300,195
CS-137030-B,TDG020,28/11/2023,32,3781,4448,-667
CS-137030-B,CC0100,15/04/2024,1,132,139,-7
CS-137030-B,SN0200,19/04/2024,35,4135,4865,-730
CS-137030-B,TDG020,22/04/2024,2,236,278,-42
CS-137030-B,MM0200,22/04/2024,1,132,139,-7
CS-137030-B,MM0200,24/04/2024,45,5942,6255,-313
CS-137030-B,SN0200,12/06/2024,20,2363,2780,-417
CS-137030-B,3DCS01,09/07/2024,1,139,139,0
CS-137030-B,3DCS01,23/07/2024,1,139,139,0
CS-137030-B,TDG020,31/07/2024,9,1063,1251,-188
CS-137030-B,SN0200,30/08/2024,15,1658,1950,-293
CS-137030-B,TDG020,01/10/2024,13,1437,1690,-254
CS-137030-B,SUN010,09/10/2024,5,598,650,-52
CS-137030-B,TDG020,14/10/2024,2,221,260,-39
CS-137030-B,TP0200,16/01/2025,2,234,260,-26
CS-137030-B,TP0200,16/01/2025,2,234,260,-26
CS-137030-B,SN0200,18/03/2025,40,4420,5200,-780
CS-137030-B,SUN010,25/03/2025,10,1196,1300,-104
CS-137030-B,TA0100,30/04/2025,2,234,260,-26
CS-137030-B,CTA010,18/07/2025,6,741,780,-39
CS-137030-B,CP0100,26/08/2025,2,247,260,-13
CS-137030-B,CP0100,27/08/2025,49,6052,6370,-318
CS-137030-B,CP0100,28/08/2025,49,6052,6370,-319
CS-137030-B,TDG020,15/09/2025,14,1547,1820,-273
CS-137030-B,CP0100,23/09/2025,11,1359,1430,-72
CS-137030-B,SN0200,17/10/2025,10,1105,1300,-195
CS-137030-B,SN0200,17/10/2025,10,1105,1300,-195
CS-137030-C,AGU010,18/10/2023,21,2051,2205,-154
CS-137030-C,TDG020,25/10/2023,13,1160,1365,-205
CS-137030-C,TA0100,15/11/2023,5,473,525,-53
CS-137030-C,TDG020,04/12/2023,3,268,315,-47
CS-137030-C,IT0100,04/12/2023,11,1040,1155,-116
CS-137030-C,TDG020,07/12/2023,2,179,210,-32
CS-137030-C,TDG020,07/02/2024,6,536,630,-95
CS-137030-C,TDG020,13/02/2024,3,268,315,-47
CS-137030-C,SM0200,13/02/2024,7,735,735,0
CS-137030-C,TDG020,15/02/2024,73,6515,7665,-1150
CS-137030-C,SM0200,22/02/2024,2,210,210,0
CS-137030-C,TDG020,01/03/2024,3,268,315,-47
CS-137030-C,SN0200,14/03/2024,35,3124,3675,-551
CS-137030-C,IT0100,25/06/2024,9,899,999,-100
CS-137030-C,TDG020,05/07/2024,9,849,999,-150
CS-137030-C,COS010,29/08/2024,1,88,98,-10
CS-137030-C,TDG020,17/09/2024,3,250,294,-44
CS-137030-C,TA0100,20/09/2024,2,176,196,-20
CS-137030-C,TDG020,23/10/2024,12,1000,1176,-176
CS-137030-C,TA0100,08/11/2024,12,1058,1176,-118
CS-137030-C,IC0100,14/11/2024,1,98,98,0
CS-137030-C,TDG020,18/11/2024,20,1666,1960,-294
CS-137030-C,CTR010,19/11/2024,5,466,490,-24
CS-137030-C,IC0100,19/11/2024,1,98,98,0
CS-137030-C,TDG020,22/11/2024,2,167,196,-29
CS-137030-C,TP0200,20/01/2025,3,265,294,-29
CS-137030-C,TDG020,06/02/2025,7,583,686,-103
CS-137030-C,TDG020,13/02/2025,6,500,588,-88
CS-137030-C,TDG020,18/02/2025,3,250,294,-44
CS-137030-C,TDG020,05/03/2025,3,250,294,-44
CS-137030-C,MM0200,06/03/2025,14,1262,1372,-110
CS-137030-C,MM0200,10/03/2025,2,180,196,-16
CS-137030-C,TDG020,11/03/2025,23,1916,2254,-338
CS-137030-C,TDG020,31/03/2025,2,167,196,-29
CS-137030-C,TDG020,08/04/2025,2,167,196,-29
CS-137030-C,TDG020,29/04/2025,30,2499,2940,-441
CS-137030-C,TDG020,14/05/2025,30,2499,2940,-441
CS-137030-C,IT0100,30/05/2025,35,3087,3430,-343
CS-137030-C,IT0100,30/05/2025,1,88,98,-10
CS-137030-C,TDG020,06/06/2025,30,2499,2940,-441
CS-137030-C,TDG020,17/06/2025,26,2166,2548,-382
CS-137030-C,TDG020,14/07/2025,8,666,784,-118
CS-137030-C,CCG020,23/07/2025,4,392,392,0
CS-137030-C,TP0200,05/08/2025,1,88,98,-10
CS-137030-C,SN0200,08/08/2025,15,1250,1470,-221
CS-137030-C,TDG020,04/09/2025,2,167,196,-29
CS-137030-C,TDG020,14/10/2025,10,833,980,-147
CS-158010-C,MSB010,05/10/2023,1,24,25,-1
CS-158010-C,AGU010,20/11/2023,28,651,700,-49
CS-158010-C,TDG020,23/11/2023,15,319,375,-56
CS-158010-C,TDG020,04/09/2024,70,1488,1750,-263
CS-158010-C,T06000,09/10/2024,10,225,250,-25
CS-158010-C,BB0100,17/01/2025,1,20,25,-5
CS-158010-C,TDG020,21/01/2025,75,1594,1875,-281
CS-158010-C,BB0100,26/02/2025,1,20,25,-5
CS-158010-C,MSB010,24/07/2025,2,45,50,-5
CS-158010-C,BB0100,05/08/2025,1,20,25,-5
CS-158010-C,BB0100,19/08/2025,1,20,25,-5
CS-158010-C,BB0100,02/09/2025,1,20,25,-5
CS-158040-B,TDG020,16/10/2023,8,1428,1680,-252
CS-158040-B,SN0200,17/10/2025,-10,-1666,-1960,294
CS-158040-B,AGU010,27/10/2023,1,195,210,-15
CS-158040-B,PGJ010,31/10/2023,15,2835,3150,-315
CS-158040-B,PGJ010,09/11/2023,2,378,420,-42
CS-158040-B,TDG020,30/11/2023,6,1071,1260,-189
CS-158040-B,TB0100,08/12/2023,6,1109,1260,-151
CS-158040-B,MC0900,23/01/2024,4,798,840,-42
CS-158040-B,TDG020,23/01/2024,2,357,420,-63
CS-158040-B,TDG020,28/02/2024,12,2142,2520,-378
CS-158040-B,TDG020,20/03/2024,1,179,210,-31
CS-158040-B,TDG020,03/04/2024,1,179,210,-31
CS-158040-B,CC0100,15/04/2024,1,199,210,-11
CS-158040-B,AGU010,07/08/2024,21,4101,4410,-309
CS-158040-B,TDG020,20/08/2024,8,1333,1568,-235
CS-158040-B,TDG020,09/09/2024,8,1333,1568,-235
CS-158040-B,LYE010,25/10/2024,3,541,588,-47
CS-158040-B,TDG020,14/11/2024,2,333,392,-59
CS-158040-B,TDG020,18/11/2024,9,1499,1764,-265
CS-158040-B,TDG020,14/01/2025,1,167,196,-29
CS-158040-B,LYE010,11/02/2025,1,180,196,-16
CS-158040-B,TA0100,25/02/2025,15,2646,2940,-294
CS-158040-B,TA0100,10/03/2025,12,2117,2352,-235
CS-158040-B,MC0900,31/03/2025,4,721,784,-63
CS-158040-B,TA0100,07/05/2025,6,1058,1176,-118
CS-158040-B,TDG020,07/07/2025,2,333,392,-59
CS-158040-B,TDG020,27/08/2025,22,3665,4312,-647
CS-158040-B,TDG020,02/09/2025,3,500,588,-88
CS-158040-B,TDG020,04/09/2025,3,500,588,-88
CS-158040-B,TDG020,23/09/2025,3,500,588,-88
CS-158040-B,TDG020,17/10/2025,1,167,196,-29
CS-158040-B,SN0200,17/10/2025,10,1666,1960,-294
CS-158040-B,SN0200,17/10/2025,10,1666,1960,-294
CS-158040-B,TDG020,21/10/2025,8,1333,1568,-235
CS-158040-C,SPW010,10/05/2024,-1,-160,-160,0
CS-158040-C,TA0100,25/02/2025,-15,-1701,-1890,189
CS-158040-C,IT0100,13/11/2023,11,1584,1760,-176
CS-158040-C,IT0100,15/11/2023,1,144,160,-16
CS-158040-C,IT0100,24/11/2023,2,288,320,-32
CS-158040-C,PA0400,30/11/2023,6,864,960,-96
CS-158040-C,TDG020,07/12/2023,25,3400,4000,-600
CS-158040-C,MD0200,04/03/2024,9,1440,1440,0
CS-158040-C,TB0100,18/03/2024,2,282,320,-38
CS-158040-C,TDG020,09/04/2024,4,544,640,-96
CS-158040-C,TB0100,11/04/2024,2,282,320,-38
CS-158040-C,SPW010,06/05/2024,1,160,160,0
CS-158040-C,MC0900,03/06/2024,1,152,160,-8
CS-158040-C,IT0100,04/06/2024,5,720,800,-80
CS-158040-C,CIG010,12/07/2024,50,7360,8000,-640
CS-158040-C,TDG020,19/07/2024,4,544,640,-96
CS-158040-C,IT0100,04/09/2024,12,1361,1512,-151
CS-158040-C,IT0100,04/09/2024,2,227,252,-25
CS-158040-C,TDG020,09/09/2024,5,536,630,-95
CS-158040-C,TDG020,09/09/2024,14,1499,1764,-265
CS-158040-C,TDG020,26/09/2024,6,643,756,-113
CS-158040-C,TDG020,26/09/2024,20,2142,2520,-378
CS-158040-C,LYE010,14/10/2024,3,348,378,-30
CS-158040-C,CTR010,14/10/2024,5,599,630,-32
CS-158040-C,TA0100,13/11/2024,4,454,504,-50
CS-158040-C,FDS010,10/02/2025,1,116,126,-10
CS-158040-C,TA0100,12/02/2025,18,2041,2268,-227
CS-158040-C,TA0100,21/02/2025,15,1701,1890,-189
CS-158040-C,MM0200,04/03/2025,13,1507,1638,-131
CS-158040-C,MM0200,06/03/2025,1,116,126,-10
CS-158040-C,KG0200,26/03/2025,13,1507,1638,-131
CS-158040-C,TDG020,31/03/2025,3,321,378,-57
CS-158040-C,TDG020,08/04/2025,2,214,252,-38
CS-158040-C,TDG020,29/04/2025,30,3213,3780,-567
CS-158040-C,CIG010,13/05/2025,20,2394,2520,-126
CS-158040-C,TDG020,14/05/2025,30,3213,3780,-567
CS-158040-C,IT0100,06/06/2025,7,794,882,-88
CS-158040-C,TDG020,17/06/2025,26,2785,3276,-491
CS-158040-C,IT0100,25/06/2025,1,113,126,-13
CS-158040-C,TDG020,07/07/2025,2,214,252,-38
CS-158040-C,MM0200,14/07/2025,1,116,126,-10
CS-158040-C,FP0200,15/07/2025,7,776,882,-106
CS-158040-C,CWMT01,18/07/2025,1,113,126,-13
CS-158040-C,LYE010,29/07/2025,1,116,126,-10
CS-158040-C,MM0200,08/08/2025,3,348,378,-30
CS-158040-C,TDG020,18/08/2025,6,643,756,-113
CS-158040-C,TDG020,28/08/2025,3,321,378,-57
CS-158040-C,IT0100,10/09/2025,12,1361,1512,-151
CS-158040-C,TDG020,11/09/2025,14,1499,1764,-265
CS-158040-C,TDG020,15/09/2025,6,643,756,-113
CS-168035-B,CIG010,10/10/2023,10,1957,2060,-103
CS-168035-B,CIG010,11/10/2023,10,1957,2060,-103
CS-168035-B,CIG010,24/10/2023,6,1174,1236,-62
CS-168035-B,CIG010,01/12/2023,2,391,412,-21
CS-168035-B,CIG010,05/12/2023,3,587,618,-31
CS-168035-B,TA0100,12/02/2024,6,1112,1236,-124
CS-168035-B,TA0100,23/02/2024,3,556,618,-62
CS-168035-B,JAM010,14/03/2024,40,7004,8240,-1236
CS-168035-B,TDG020,22/04/2024,1,175,206,-31
CS-168035-B,SN0200,26/04/2024,35,6129,7210,-1082
CS-168035-B,IT0100,24/07/2024,2,371,412,-41
CS-168035-B,TDG020,31/07/2024,1,175,206,-31
CS-168035-B,CIG010,22/10/2024,19,3484,3667,-183
CS-168035-B,CIG010,04/11/2024,26,4767,5018,-251
CS-168035-B,IC0100,25/11/2024,3,579,579,0
CS-168035-B,LYE010,11/02/2025,1,178,193,-15
CS-168035-B,JAM010,07/03/2025,5,820,965,-145
CS-168035-B,TA0100,30/04/2025,2,347,386,-39
CS-168035-B,CIG010,06/05/2025,32,5868,6176,-308
CS-168035-B,CIG010,19/05/2025,20,3667,3860,-193
CS-168035-B,CTA010,14/07/2025,6,1100,1158,-58
CS-168035-B,RB0200,22/07/2025,3,579,579,0
CS-168035-B,IC0100,08/08/2025,1,193,193,0
CS-168035-B,KG0200,23/09/2025,2,355,386,-31
CS-168035-C,CIG010,02/10/2023,10,1045,1100,-55
CS-168035-C,CIG010,03/10/2023,2,209,220,-11
CS-168035-C,SN0200,03/10/2023,12,1122,1320,-198
CS-168035-C,CIG010,01/02/2024,1,143,150,-8
CS-168035-C,TDG020,13/05/2024,4,510,600,-90
CS-168035-C,IT0100,25/06/2024,9,1215,1350,-135
CS-168035-C,TDG020,05/07/2024,2,255,300,-45
CS-168035-C,CIG010,05/09/2024,20,2660,2800,-140
CS-168035-C,GDL010,09/09/2024,1,140,140,0
CS-168035-C,TDG020,04/12/2024,2,238,280,-42
CS-168035-C,SN0200,04/12/2024,20,2380,2800,-420
CS-168035-C,CIG010,14/01/2025,6,798,840,-42
CS-168035-C,TT0700,30/01/2025,1,126,140,-14
CS-168035-C,SN0200,18/02/2025,20,2380,2800,-420
CS-168035-C,SN0200,26/02/2025,10,1190,1400,-210
CS-168035-C,CTA010,22/04/2025,1,133,140,-7
CS-168035-C,CTA010,29/04/2025,6,798,840,-42
CS-168035-C,CIG010,06/05/2025,7,931,980,-49
CS-168035-C,CTA010,20/05/2025,5,665,700,-35
CS-168035-C,CIG010,07/08/2025,20,2660,2800,-140
CS-168035-C,SN0200,08/08/2025,15,1785,2100,-315
CS-168035-C,SN0200,20/08/2025,10,1190,1400,-210
CS-168035-C,FM0200,13/10/2025,3,399,420,-21
CS-184-L,MSB010,24/11/2023,-3,-1174,-1236,62
CS-184-L,TDG020,16/10/2023,10,3502,4120,-618
CS-184-L,SSL010,15/11/2023,3,1236,1236,0
CS-184-L,PA0400,23/11/2023,15,5562,6180,-618
CS-184-L,MSB010,24/11/2023,3,1174,1236,-62
CS-184-L,MSB010,24/11/2023,3,1174,1236,-62
CS-184-L,SSL010,06/12/2023,2,824,824,0
CS-184-L,WC0100,02/02/2024,10,4120,4120,0
CS-184-L,TDG020,07/02/2024,19,6654,7828,-1174
CS-184-L,TB0100,14/03/2024,8,2900,3296,-396
CS-184-L,TDG020,15/03/2024,4,1401,1648,-247
CS-184-L,TB0100,28/03/2024,3,1088,1236,-148
CS-184-L,TDG020,18/04/2024,1,350,412,-62
CS-184-L,TDG020,21/05/2024,3,1051,1236,-185
CS-184-L,TB0100,23/05/2024,2,725,824,-99
CS-184-L,TDG020,16/07/2024,1,350,412,-62
CS-184-L,TDG020,20/08/2024,5,1751,1925,-174
CS-184-L,TDG020,21/08/2024,6,2101,2310,-209
CS-184-L,TDG020,28/08/2024,4,1309,1540,-231
CS-184-L,PA0400,30/08/2024,5,1636,1925,-289
CS-184-L,TB0100,10/09/2024,2,655,770,-116
CS-184-L,PA0400,13/09/2024,5,1636,1925,-289
CS-184-L,TDG020,29/10/2024,2,655,770,-115
CS-184-L,PA0400,08/11/2024,15,4909,5775,-866
CS-184-L,PA0400,12/11/2024,8,2618,3080,-462
CS-184-L,MSB010,29/11/2024,1,154,385,-231
CS-184-L,TDG020,07/02/2025,5,1636,1925,-289
CS-184-L,TD0100,13/02/2025,1,366,385,-19
CS-184-L,TDG020,04/03/2025,3,982,1155,-173
CS-184-L,TB0100,11/03/2025,8,2618,3080,-462
CS-184-L,SN0200,28/03/2025,24,7854,9240,-1386
CS-184-L,FP0200,16/04/2025,1,339,385,-46
CS-184-L,TB0100,27/05/2025,3,982,1155,-173
CS-184-L,TDG020,06/06/2025,17,5563,6545,-982
CS-184-L,TB0100,10/06/2025,4,1309,1540,-231
CS-184-L,TB0100,19/06/2025,3,982,1155,-173
CS-184-L,PA0400,27/06/2025,2,655,770,-116
CS-184-L,SN0200,29/08/2025,6,1964,2310,-347
CS-184-L,PA0400,04/09/2025,10,3273,3850,-578
CS-184-M,MSB010,24/11/2023,-1,-328,-345,17
CS-184-M,IT0100,05/10/2023,10,3105,3450,-345
CS-184-M,TB0100,20/10/2023,1,304,345,-41
CS-184-M,SSL010,15/11/2023,3,1035,1035,0
CS-184-M,MSB010,24/11/2023,1,328,345,-17
CS-184-M,MSB010,24/11/2023,1,328,345,-17
CS-184-M,MSB010,05/12/2023,2,656,690,-34
CS-184-M,SSL010,06/12/2023,2,690,690,0
CS-184-M,TB0100,06/02/2024,4,1214,1380,-166
CS-184-M,HD0100,07/03/2024,6,1904,2070,-166
CS-184-M,PA0400,17/04/2024,10,3105,3450,-345
CS-184-M,FDS010,23/04/2024,1,317,345,-28
CS-184-M,TA0100,08/05/2024,15,4658,5175,-518
CS-184-M,TB0100,23/05/2024,2,607,690,-83
CS-184-M,SN0200,27/06/2024,6,1760,2070,-311
CS-184-M,TB0100,12/07/2024,2,607,690,-83
CS-184-M,IT0100,11/10/2024,10,2898,3220,-322
CS-184-M,TB0100,29/10/2024,4,1095,1288,-193
CS-184-M,IT0100,08/11/2024,1,290,322,-32
CS-184-M,PA0400,12/11/2024,10,2737,3220,-483
CS-184-M,IT0100,14/11/2024,17,4927,5474,-547
CS-184-M,TT0700,04/02/2025,1,290,322,-32
CS-184-M,TD0100,13/02/2025,1,306,322,-16
CS-184-M,PA0400,05/03/2025,10,2737,3220,-483
CS-184-M,SN0200,30/05/2025,20,5474,6440,-966
CS-184-M,TB0100,10/06/2025,11,3011,3542,-531
CS-184-M,TB0100,19/06/2025,3,821,966,-145
CS-184-M,TB0100,24/06/2025,8,2190,2576,-386
CS-184-M,PA0400,02/07/2025,76,20801,24472,-3671
CS-184-S,MSB010,24/11/2023,-2,-599,-630,31
CS-184-S,SSL010,15/11/2023,3,945,945,0
CS-184-S,MSB010,24/11/2023,2,599,630,-31
CS-184-S,MSB010,24/11/2023,2,599,630,-31
CS-184-S,SSL010,06/12/2023,2,630,630,0
CS-184-S,FP0200,08/02/2024,2,580,630,-50
CS-184-S,TB0100,14/03/2024,8,2218,2520,-302
CS-184-S,PA0400,30/05/2024,25,7088,7875,-788
CS-184-S,TB0100,01/08/2024,2,554,630,-76
CS-184-S,PA0400,12/11/2024,30,7497,8820,-1323
CS-184-S,TA0100,13/11/2024,2,529,588,-59
CS-184-S,TD0100,20/11/2024,2,559,588,-29
CS-184-S,FM0200,28/11/2024,2,559,588,-29
CS-184-S,MM0200,20/01/2025,1,270,294,-24
CS-184-S,TD0100,13/02/2025,1,279,294,-15
CS-184-S,TA0100,03/03/2025,32,8467,9408,-941
CS-184-S,TB0100,11/03/2025,8,1999,2352,-353
CS-184-S,TB0100,19/06/2025,3,750,882,-132
CS-184-S,PA0400,27/06/2025,2,500,588,-88
CS-184-S,SN0200,29/08/2025,6,1499,1764,-265
CS-195A-L,TDG020,11/10/2023,3,689,810,-122
CS-195A-L,TD0100,16/04/2025,-1,-239,-252,13
CS-195A-L,AGU010,27/10/2023,1,251,270,-19
CS-195A-L,CTR010,17/11/2023,38,10260,10260,0
CS-195A-L,CTR010,28/11/2023,3,810,810,0
CS-195A-L,CTR010,12/01/2024,15,4050,4050,0
CS-195A-L,TDG020,05/03/2024,1,230,270,-41
CS-195A-L,CTR010,24/04/2024,24,6480,6480,0
CS-195A-L,CTR010,13/05/2024,6,1620,1620,0
CS-195A-L,AGU010,21/06/2024,2,502,540,-38
CS-195A-L,CTR010,28/06/2024,1,270,270,0
CS-195A-L,TD0100,10/07/2024,2,540,540,0
CS-195A-L,TT0700,01/11/2024,2,454,504,-50
CS-195A-L,SUN010,12/12/2024,2,464,504,-40
CS-195A-L,TDG020,01/04/2025,1,214,252,-38
CS-195A-L,TD0100,16/04/2025,1,239,252,-13
CS-195A-L,SN0200,11/06/2025,1,214,252,-38
CS-195A-L,TD0100,19/06/2025,1,239,252,-13
CS-195A-L,TD0100,30/06/2025,1,239,252,-13
CS-195A-L,TD0100,07/07/2025,2,479,504,-25
CS-195A-L,NT0300,18/07/2025,1,214,252,-38
CS-195A-L,TD0100,30/07/2025,3,718,756,-38
CS-195A-L,FDS010,18/08/2025,4,927,1008,-81
CS-195A-L,TD0100,30/09/2025,3,718,756,-38
CS-195A-L,TD0100,06/10/2025,1,239,252,-13
CS-195A-L,FDS010,20/10/2025,5,1159,1260,-101
CS-195A-M,TDG020,05/03/2024,1,204,240,-36
